anime_id,name,score,genres,type,episodes,aired_start,premiered,status,studios,source,rating,rank,popularity,favorites,scored_by
1,Cowboy Bebop,8.75,"Action, Award Winning, Sci-Fi",TV,26,1998,spring 1998,Finished,Sunrise,Original,R,41,43,78525,914193
3420,Shigofumi,7.46,"Drama, Fantasy, Suspense",TV,12,2008,winter 2008,Finished,J.C.Staff,Original,R,1861,2083,354,31265
38254,Hashiri Tsuzukete Yokatta tte.,6.38,"Drama, Slice of Life",TV,4,2018,fall 2018,Finished,Signal.MD,Original,PG-13,6983,5585,12,4420
38251,"Sono Toki, Kanojo wa.",5.65,"Drama, Romance",TV,12,2018,fall 2018,Finished,MASTER LIGHTS,Original,PG-13,10267,5085,11,3961
3424,Porphy no Nagai Tabi,6.89,Drama,TV,52,2008,winter 2008,Finished,Nippon Animation,Novel,G,4451,9432,5,538
3425,Meiken Lassie,6.7,"Adventure, Slice of Life",TV,25,1996,winter 1996,Finished,Nippon Animation,Novel,G,5314,11153,1,401
38235,Inazuma Eleven: Orion no Kokuin,6.87,Sports,TV,49,2018,fall 2018,Finished,OLM,Game,G,4521,4053,104,13246
38226,Choukadou Girl ⅙,5.97,"Comedy, Romance, Sci-Fi",TV,12,2019,spring 2019,Finished,Studio A-CAT,Manga,PG-13,8955,4881,27,7489
3433,Go-Q-Choji Ikkiman,6.57,"Sci-Fi, Sports",TV,32,1986,spring 1986,Finished,Toei Animation,Manga,G,5972,12606,0,305
9561,Shokupan Mimi,5.56,"Comedy, Gourmet",TV,12,2010,fall 2010,Finished,Kachidoki Studio,4-koma manga,PG,10579,10971,3,829
3435,Joou Heika no Petite Angie,6.4,Mystery,TV,26,1977,winter 1978,Finished,"Nippon Animation, Production Reed",Original,PG-13,6904,11457,6,356
3437,Mister Ajikko,7.17,"Comedy, Gourmet",TV,99,1987,fall 1987,Finished,Sunrise,Manga,G,3198,8180,14,1114
3438,Moero! Top Striker,6.69,Sports,TV,49,1991,fall 1991,Finished,Nippon Animation,Original,G,5388,8457,15,2214
24625,Gundam Build Fighters Try,7.2,"Action, Sci-Fi",TV,25,2014,fall 2014,Finished,Sunrise,Original,G,3020,3159,114,24171
38203,The iDOLM@STER SideM: Wake Atte Mini!,6.24,"Comedy, Slice of Life",TV,12,2018,fall 2018,Finished,Zero-G,Manga,PG-13,7701,8898,7,1141
3444,The☆Ultraman,6.38,"Action, Sci-Fi",TV,50,1979,spring 1979,Finished,Sunrise,Other,PG-13,6956,9214,9,858
38199,Bermuda Triangle: Colorful Pastrale,5.5,Fantasy,TV,12,2019,winter 2019,Finished,Seven Arcs Pictures,Original,PG-13,10788,6548,17,2509
24629,Koufuku Graffiti,6.79,"Comedy, Gourmet, Slice of Life",TV,12,2015,winter 2015,Finished,Shaft,4-koma manga,PG-13,4865,2254,150,28394
38192,Sakugan,6.51,"Adventure, Comedy, Sci-Fi",TV,12,2021,fall 2021,Finished,Satelight,Novel,PG-13,6344,1972,273,30030
38186,Bokutachi wa Benkyou ga Dekinai,7.28,"Comedy, Romance",TV,13,2019,spring 2019,Finished,"Silver, Arvo Animation",Manga,PG-13,2608,509,1613,218811
3455,To LOVE-Ru,6.99,"Comedy, Romance, Sci-Fi, Ecchi",TV,26,2008,spring 2008,Finished,Xebec,Manga,R+,4050,316,4062,314705
3457,Vampire Knight,6.88,"Drama, Mystery, Romance, Supernatural",TV,13,2008,spring 2008,Finished,Studio Deen,Manga,PG-13,4482,338,7279,345342
3460,Bosco Daibouken,7.24,"Adventure, Fantasy",TV,26,1986,fall 1986,Finished,Nippon Animation,Book,PG,2840,10787,13,759
38162,Rinshi!! Ekoda-chan,5.53,"Comedy, Slice of Life",TV,11,2019,winter 2019,Finished,"Kinema Citrus, Ascension, Creators in Pack, Zero-G",4-koma manga,PG-13,10678,5853,18,3609
38161,Kabukichou Sherlock,6.89,"Comedy, Drama, Mystery",TV,24,2019,fall 2019,Finished,Production I.G,Original,R,4433,2200,190,24391
3464,Kemeko Deluxe!,6.55,"Action, Comedy, Romance, Sci-Fi, Ecchi",TV,12,2008,fall 2008,Finished,Hal Film Maker,Manga,PG-13,6054,3232,55,16947
38157,Circlet Princess,5.96,"Sci-Fi, Sports",TV,12,2019,winter 2019,Finished,SILVER LINK.,Game,PG-13,9010,4886,26,4641
38150,Namu Amida Butsu! Rendai Utena,6.06,Fantasy,TV,12,2019,spring 2019,Finished,Asahi Production,Game,PG-13,8566,5196,28,3446
3467,Nogizaka Haruka no Himitsu,7.2,"Comedy, Romance",TV,12,2008,summer 2008,Finished,Diomedéa,Light novel,PG-13,3037,1576,441,66950
9539,Cardfight!! Vanguard,7.02,Action,TV,65,2011,winter 2011,Finished,TMS Entertainment,Original,PG-13,3893,2840,317,25984
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.8,"Drama, Suspense",TV,13,2020,winter 2020,Finished,Shaft,Game,PG-13,4853,1410,799,53185
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.73,Slice of Life,TV,12,2019,winter 2019,Finished,Zero-G,Web manga,PG-13,1066,1179,1204,86678
3418,Jungle no Ouja Tar-chan,6.99,"Action, Comedy",TV,50,1993,fall 1993,Finished,Group TAC,Manga,R+,4038,9748,12,599
38268,Hangyakusei Million Arthur 2nd Season,6.3,"Action, Adventure, Fantasy",TV,13,2019,spring 2019,Finished,J.C.Staff,Game,PG-13,7387,4730,19,4190
3358,Kure-nai,7.33,"Comedy, Drama",TV,12,2008,spring 2008,Finished,Brain's Base,Light novel,PG-13,2356,2098,223,36861
3359,Amatsuki,6.88,"Action, Fantasy, Mystery",TV,13,2008,spring 2008,Finished,Studio Deen,Manga,PG-13,4486,2714,124,25915
3361,UFO Senshi Dai Apolon,6.08,"Action, Sci-Fi",TV,26,1976,spring 1976,Finished,"Eiken, Studio Live",Original,PG-13,8448,12222,3,337
3363,RD Sennou Chousashitsu,7.09,"Action, Sci-Fi",TV,26,2008,spring 2008,Finished,Production I.G,Original,R,3582,4042,52,6064
3366,Persona: Trinity Soul,6.52,"Action, Sci-Fi",TV,26,2008,winter 2008,Finished,A-1 Pictures,Original,PG-13,6241,2209,162,25491
9627,Kakko Kawaii Sengen!,5.45,Comedy,TV,5,2010,fall 2010,Finished,Gathering,Original,PG-13,10933,11441,1,416
38390,Chuubyou Gekihatsu Boy,6.76,Comedy,TV,11,2019,fall 2019,Finished,Studio Deen,Novel,PG-13,5048,3043,163,16317
9624,30-sai no Hoken Taiiku,6.63,"Romance, Ecchi",TV,12,2011,spring 2011,Finished,Gathering,Book,R,5659,2576,76,26174
24277,Yowamushi Pedal: Grande Road,8.07,Sports,TV,24,2014,fall 2014,Finished,TMS Entertainment,Manga,PG-13,503,1544,494,76425
9613,Big X,6.33,"Action, Sci-Fi",TV,59,1964,summer 1964,Finished,Tokyo Movie Shinsha,Manga,G,7195,12072,4,281
24405,World Trigger,7.58,"Action, Sci-Fi",TV,73,2014,fall 2014,Finished,Toei Animation,Manga,PG-13,1420,531,2693,139105
24415,Kuroko no Basket 3rd Season,8.3,Sports,TV,25,2015,winter 2015,Finished,Production I.G,Manga,PG-13,245,244,5023,450910
24417,Maido! Urayasu Tekkin Kazoku,6.01,Comedy,TV,25,2014,summer 2014,Finished,Studio Deen,Manga,PG-13,8769,12486,3,274
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.24,"Comedy, Sci-Fi",TV,11,2010,winter 2011,Finished,DLE,Light novel,PG-13,7675,3894,8,11602
24439,Kekkai Sensen,7.6,"Action, Comedy, Fantasy",TV,12,2015,spring 2015,Finished,Bones,Manga,R,1376,188,7590,374426
38337,Gochuumon wa Usagi desu ka? Bloom,7.93,Slice of Life,TV,12,2020,fall 2020,Finished,Encourage Films,4-koma manga,PG-13,683,2640,465,21050
38331,Stand My Heroes: Piece of Truth,5.76,"Mystery, Romance",TV,12,2019,fall 2019,Finished,M.S.C,Game,PG-13,9854,4090,87,6800
3389,Bus Gamer,6.49,Action,TV,3,2008,winter 2008,Finished,Anpro,Manga,PG-13,6449,3963,48,15005
24455,Madan no Ou to Vanadis,7.12,"Adventure, Fantasy, Romance, Ecchi",TV,13,2014,fall 2014,Finished,Satelight,Light novel,R,3431,639,992,173920
3391,Maicching Machiko-sensei,6.19,"Comedy, Ecchi",TV,95,1981,fall 1981,Finished,Pierrot,Manga,R+,7912,8807,10,671
38328,Azur Lane,6.28,"Action, Sci-Fi",TV,12,2019,fall 2019,Finished,Bibury Animation Studios,Game,R+,7502,1343,960,58398
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.08,"Comedy, Romance, Ecchi",TV,12,2011,winter 2011,Finished,Zexcs,Manga,PG-13,8479,2097,92,40560
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,6.65,Comedy,TV,12,2020,winter 2020,Finished,EMT Squared,Manga,PG-13,5575,2707,259,19969
38301,Kouya no Kotobuki Hikoutai,6.84,"Action, Adventure",TV,12,2019,winter 2019,Finished,"WAO World, GEMBA",Original,PG-13,4668,3661,87,10362
3399,Rokushin Gattai GodMars,6.26,"Action, Sci-Fi",TV,64,1981,fall 1981,Finished,Tokyo Movie Shinsha,Manga,PG-13,7603,9821,2,598
38297,"Maou-sama, Retry!",6.55,"Action, Adventure, Fantasy",TV,12,2019,summer 2019,Finished,EKACHI EPILKA,Light novel,PG-13,6063,969,614,123043
38295,Joshikausei,5.81,"Comedy, Slice of Life",TV,12,2019,spring 2019,Finished,Seven,Web manga,PG-13,9656,2567,51,24092
3407,Blassreiter,6.89,"Action, Sci-Fi",TV,24,2008,spring 2008,Finished,Gonzo,Original,R,4417,2194,215,29250
38276,Houkago Saikoro Club,6.7,Comedy,TV,12,2019,fall 2019,Finished,LIDENFILMS,Manga,PG-13,5355,2962,81,19947
38262,Pingu in the City (2018),6.41,"Comedy, Slice of Life",TV,26,2018,fall 2018,Finished,Polygon Pictures,Other,G,6840,6046,114,4994
3470,Special A,7.51,"Comedy, Romance",TV,24,2008,spring 2008,Finished,"Gonzo, AIC",Manga,PG-13,1685,609,2698,182938
24699,Ai Tenchi Muyou!,6.14,"Comedy, Sci-Fi",TV,50,2014,fall 2014,Finished,AIC PLUS+,Original,PG-13,8150,3541,40,10676
24701,Mushishi Zoku Shou 2nd Season,8.73,"Adventure, Mystery, Slice of Life, Supernatural",TV,10,2014,fall 2014,Finished,Artland,Manga,PG-13,44,880,1402,101319
24909,Kaitou Joker,6.93,"Adventure, Comedy, Mystery",TV,13,2014,fall 2014,Finished,Shin-Ei Animation,Manga,G,4266,5260,116,5286
37993,Watashi ni Tenshi ga Maiorita!,7.29,"Comedy, Girls Love",TV,12,2019,winter 2019,Finished,Doga Kobo,4-koma manga,PG-13,2593,1139,946,79511
37992,Jingai-san no Yome,5.78,"Comedy, Fantasy, Romance",TV,12,2018,fall 2018,Finished,Saetta,4-koma manga,PG-13,9763,3108,102,19088
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.58,"Action, Adventure, Supernatural",TV,39,2018,fall 2018,Finished,David Production,Manga,R,87,154,30447,638566
37990,Gurazeni Season 2,6.73,Sports,TV,12,2018,fall 2018,Finished,Studio Deen,Manga,PG-13,5199,8208,2,2532
37989,Golden Kamuy 2nd Season,8.24,"Action, Adventure",TV,12,2018,fall 2018,Finished,Geno Studio,Manga,R,304,1172,895,103461
37988,Uchuu Senkan Tiramisù II,6.52,"Comedy, Sci-Fi, Slice of Life",TV,13,2018,fall 2018,Finished,Gonzo,Web manga,PG-13,6254,6155,4,4172
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.78,Comedy,TV,373,1996,summer 1996,Finished,Gallop,Manga,PG-13,949,4836,183,6510
37984,"Kumo desu ga, Nani ka?",7.45,"Action, Adventure, Comedy, Fantasy, Mystery",TV,24,2021,winter 2021,Finished,Millepensee,Light novel,PG-13,1864,530,4035,210482
3549,Allison to Lillia,7.33,"Action, Adventure",TV,26,2008,spring 2008,Finished,Madhouse,Light novel,PG-13,2383,3200,175,15074
3550,Midori no Makibao,6.98,Comedy,TV,61,1996,spring 1996,Finished,Pierrot,Manga,G,4072,10601,17,934
37982,Domestic na Kanojo,6.67,"Drama, Romance",TV,12,2019,winter 2019,Finished,Diomedéa,Manga,R+,5490,257,5646,428624
9493,Dororon Enma-kun Meeramera,6.47,"Action, Comedy, Supernatural, Ecchi",TV,12,2011,spring 2011,Finished,Brain's Base,Manga,R,6519,4819,31,6170
37979,Mahou Shoujo Tokushusen Asuka,6.33,"Action, Drama",TV,12,2019,winter 2019,Finished,LIDENFILMS,Manga,R,7221,2202,131,26648
37976,Zombieland Saga,7.51,"Award Winning, Comedy, Supernatural",TV,12,2018,fall 2018,Finished,MAPPA,Original,R,1687,439,3063,227950
37975,Piano no Mori (TV) 2nd Season,7.42,Drama,TV,12,2019,winter 2019,Finished,Gaina,Manga,PG-13,1986,2948,83,22209
3561,Dennou Boukenki Webdiver,6.89,"Action, Adventure, Sci-Fi",TV,52,2001,spring 2001,Finished,Radix,Original,PG,4423,9886,19,988
37972,Hoshiai no Sora,7.59,"Drama, Sports",TV,12,2019,fall 2019,Finished,8bit,Original,PG-13,1400,1152,2186,79922
37968,Kirakira Happy★Hirake! Cocotama,6.59,"Fantasy, Slice of Life",TV,55,2018,fall 2018,Finished,OLM,Original,PG,5882,13084,1,209
37965,Kaze ga Tsuyoku Fuiteiru,8.39,"Drama, Sports",TV,23,2018,fall 2018,Finished,Production I.G,Novel,PG-13,177,788,5820,130556
3568,Ganbarist! Shun,7.21,"Comedy, Sports",TV,30,1996,summer 1996,Finished,Sunrise,Manga,PG-13,2994,9035,13,1031
37964,Mayonaka no Occult Koumuin,6.73,"Fantasy, Mystery",TV,12,2019,spring 2019,Finished,LIDENFILMS,Manga,PG-13,5155,2560,107,24080
9479,Coppelion,6.47,"Action, Sci-Fi",TV,13,2013,fall 2013,Finished,GoHands,Manga,PG-13,6516,1723,218,52233
3571,Mach GoGoGo (1997),6.26,Adventure,TV,34,1997,winter 1997,Finished,Tatsunoko Production,Manga,PG,7593,8643,5,1486
3572,Macross F,7.89,"Action, Award Winning, Romance, Sci-Fi",TV,25,2008,spring 2008,Finished,Satelight,Original,PG-13,753,1479,1859,65933
37962,IDOLiSH7 Second Beat!,8.14,Drama,TV,15,2020,spring 2020,Finished,TROYCA,Game,PG-13,425,3868,376,9786
37958,Fukigen na Mononokean Tsuzuki,7.57,"Comedy, Supernatural",TV,13,2019,winter 2019,Finished,Pierrot Plus,Web manga,PG-13,1481,2908,155,21085
3576,Kodai Ouja Kyouryuu King,6.35,"Adventure, Fantasy",TV,49,2007,winter 2007,Finished,Sunrise,Game,PG,7135,4154,117,15067
3577,Kyouran Kazoku Nikki,7.26,"Comedy, Sci-Fi",TV,26,2008,spring 2008,Finished,Nomad,Light novel,PG-13,2728,3915,112,10722
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.72,"Action, Sci-Fi",TV,12,2015,spring 2015,Finished,Polygon Pictures,Manga,R,1092,1742,350,62375
37998,Girly Air Force,6.15,"Action, Sci-Fi",TV,12,2019,winter 2019,Finished,Satelight,Light novel,PG-13,8100,2269,174,29960
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,Comedy,TV,12,2019,winter 2019,Finished,A-1 Pictures,Manga,PG-13,172,53,37697,1030416
38000,Kimetsu no Yaiba,8.5,"Action, Award Winning, Fantasy",TV,26,2019,spring 2019,Finished,ufotable,Manga,R,126,7,88375,1943121
24703,High School DxD BorN,7.42,"Action, Comedy, Romance, Ecchi",TV,12,2015,spring 2015,Finished,TNK,Light novel,R+,2016,228,3868,492795
38101,5-toubun no Hanayome,7.66,"Comedy, Romance",TV,12,2019,winter 2019,Finished,Tezuka Productions,Manga,PG-13,1238,171,13209,576270
38098,Mix: Meisei Story,7.22,"Drama, Romance, Sports",TV,24,2019,spring 2019,Finished,OLM,Manga,PG-13,2951,4254,64,9179
38091,Hachigatsu no Cinderella Nine,6.11,Sports,TV,12,2019,spring 2019,Finished,TMS Entertainment,Game,PG-13,8317,3988,34,9611
38089,"Okoshiyasu, Chitose-chan",6.69,"Comedy, Slice of Life",TV,24,2018,fall 2018,Finished,Gathering,Manga,G,5391,7323,14,1693
24705,"Ore, Twintail ni Narimasu.",6.43,"Action, Comedy, Fantasy, Romance",TV,12,2014,fall 2014,Finished,Production IMS,Light novel,PG-13,6703,1390,522,64524
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,"Action, Fantasy, Supernatural",TV,21,2019,fall 2019,Finished,CloverWorks,Game,PG-13,659,845,2443,124834
38083,Ken En Ken: Aoki Kagayaki,6.01,"Action, Adventure, Fantasy",TV,13,2018,fall 2018,Finished,Studio Deen,Game,PG-13,8763,4921,19,5002
3486,Yuusha Tokkyuu Might Gaine,7.06,"Action, Adventure, Sci-Fi",TV,47,1993,winter 1993,Finished,Sunrise,Original,G,3718,9355,12,809
38080,Kono Oto Tomare!,7.92,"Drama, Romance",TV,13,2019,spring 2019,Finished,Platinum Vision,Manga,PG-13,693,795,2265,111904
3493,Ryuusei no Rockman Tribe,6.93,Adventure,TV,21,2007,fall 2007,Finished,Xebec,Game,PG,4282,7181,19,2847
38062,Endro~!,6.92,"Fantasy, Slice of Life",TV,12,2019,winter 2019,Finished,Studio Gokumi,Original,PG-13,4313,2338,205,25886
24765,Gakkougurashi!,7.62,"Horror, Mystery, Slice of Life, Suspense",TV,12,2015,summer 2015,Finished,Lerche,Manga,R,1329,478,5342,211263
9520,Zero Tester,6.18,"Action, Adventure, Sci-Fi",TV,38,1973,fall 1973,Finished,Sunrise,Original,PG-13,8003,12824,2,204
3356,Mahoutsukai Sally,6.85,Fantasy,TV,109,1966,winter 1967,Finished,Toei Animation,Manga,G,4607,8541,15,1184
3501,Wellber no Monogatari: Sisters of Wellber Zwei,6.74,"Adventure, Fantasy, Romance",TV,13,2008,winter 2008,Finished,Trans Arts,Original,PG-13,5112,7910,3,1479
3505,Yuusha Shirei Dagwon,6.91,"Action, Adventure",TV,48,1996,winter 1996,Finished,Sunrise,Original,G,4359,10231,3,561
9513,Beelzebub,7.86,"Action, Comedy, Supernatural",TV,60,2011,winter 2011,Finished,Pierrot Plus,Manga,PG-13,793,346,5283,273184
9510,Mitsudomoe Zouryouchuu!,7.66,"Comedy, Slice of Life",TV,8,2011,winter 2011,Finished,Bridge,Manga,PG-13,1229,3080,86,25513
38020,Beatless Final Stage,6.8,"Action, Drama, Romance, Sci-Fi",TV,4,2018,summer 2018,Finished,Diomedéa,Light novel,PG-13,4830,3499,65,15671
3514,Noramimi,6.06,Comedy,TV,12,2008,winter 2008,Finished,TMS Entertainment,Manga,G,8571,12267,1,142
24833,Ansatsu Kyoushitsu,8.09,"Action, Comedy",TV,22,2015,winter 2015,Finished,Lerche,Manga,PG-13,468,34,28752,1132903
24835,Kidou Senshi Gundam-san,6.17,Comedy,TV,13,2014,summer 2014,Finished,Sunrise,4-koma manga,PG-13,8032,6793,0,3545
24855,Girlfriend (Kari),5.92,Slice of Life,TV,12,2014,fall 2014,Finished,SILVER LINK.,Game,PG-13,9212,3178,61,12890
38009,Re:Stage! Dream Days♪,6.67,Slice of Life,TV,12,2019,summer 2019,Finished,"Yumeta Company, Graphinica",Mixed media,PG-13,5464,5891,35,3877
38006,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,6.69,Sci-Fi,TV,12,2022,summer 2022,Finished,Shaft,Original,PG-13,5396,4330,64,4638
38005,Strike Witches: Road to Berlin,7.34,"Action, Sci-Fi, Ecchi",TV,12,2020,fall 2020,Finished,David Production,Original,PG-13,2352,4103,88,7190
38004,Strike Witches: 501 Butai Hasshin Shimasu!,6.58,"Comedy, Sci-Fi",TV,12,2019,spring 2019,Finished,"Acca effe, Giga Production",Manga,PG-13,5927,4716,28,5721
38003,Bungou Stray Dogs 3rd Season,8.22,"Action, Mystery, Supernatural",TV,12,2019,spring 2019,Finished,Bones,Manga,R,317,342,4846,304810
24873,Juuou Mujin no Fafnir,6.18,"Fantasy, Romance",TV,12,2015,winter 2015,Finished,Diomedéa,Light novel,PG-13,7981,1405,161,72385
3503,Kanokon,6.38,"Comedy, Romance, Supernatural, Ecchi",TV,12,2008,spring 2008,Finished,Xebec,Light novel,R+,6987,918,590,117288
37956,3D Kanojo: Real Girl 2nd Season,7.67,Romance,TV,12,2019,winter 2019,Finished,Hoods Entertainment,Manga,PG-13,1196,1237,1172,95862
38397,Nande Koko ni Sensei ga!?,6.51,"Comedy, Ecchi",TV,12,2019,spring 2019,Finished,Tear Studio,Manga,R+,6331,656,972,169806
24231,Hitsugi no Chaika: Avenging Battle,7.17,"Action, Adventure, Fantasy, Romance",TV,10,2014,fall 2014,Finished,Bones,Light novel,R,3190,1115,196,107428
9810,Nyani ga Nyandaa Nyandaa Kamen,6.52,Comedy,TV,83,2000,winter 2000,Finished,Sunrise,Picture book,PG,6238,12057,5,564
3136,Ochamegami Monogatari: Korokoro Pollon,7.11,Comedy,TV,46,1982,spring 1982,Finished,Kokusai Eigasha,Manga,G,3493,9299,11,1549
3137,Tsurikichi Sanpei,7.14,"Adventure, Sports",TV,109,1980,spring 1980,Finished,Nippon Animation,Manga,G,3364,8018,20,1898
38731,Diamond no Ace: Act II,8.26,Sports,TV,52,2019,spring 2019,Finished,Madhouse,Manga,PG-13,282,2142,941,42052
9806,Qin Shi Mingyue: Bai Bu Fei Jian,6.22,"Action, Fantasy",TV,10,2007,winter 2007,Finished,Sparkly Key Animation Studio,Novel,PG-13,7759,9026,16,612
3146,GR: Giant Robo,6.26,"Adventure, Sci-Fi",TV,13,2007,winter 2007,Finished,A.C.G.T.,Manga,PG-13,7584,8821,6,671
23511,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,5.46,"Action, Comedy",TV,32,2014,spring 2014,Finished,Fanworks,Original,PG-13,10886,14563,3,134
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,5.95,"Comedy, Slice of Life",TV,12,2014,summer 2014,Finished,Seven,4-koma manga,PG-13,9079,5494,4,6422
38707,RobiHachi,6.53,"Adventure, Comedy, Sci-Fi",TV,12,2019,spring 2019,Finished,Studio Comet,Original,PG-13,6217,3629,86,10748
23587,The iDOLM@STER Cinderella Girls,7.16,"Comedy, Drama",TV,13,2015,winter 2015,Finished,A-1 Pictures,Game,PG-13,3215,2337,471,28793
3159,The Kabocha Wine,6.82,"Comedy, Romance",TV,95,1982,summer 1982,Finished,Toei Animation,Manga,PG-13,4756,9176,7,605
3162,Makiba no Shoujo Katri,6.93,"Adventure, Drama, Slice of Life",TV,49,1984,winter 1984,Finished,Nippon Animation,Novel,G,4273,8776,18,1197
38691,Dr. Stone,8.29,"Adventure, Comedy, Sci-Fi",TV,24,2019,summer 2019,Finished,TMS Entertainment,Manga,PG-13,255,55,27001,986159
3166,Ayakashi,6.31,"Action, Fantasy, Horror, Sci-Fi",TV,12,2007,winter 2008,Finished,Tokyo Kids,Visual novel,R,7351,3882,24,12380
23623,Non Non Biyori Repeat,8.18,Slice of Life,TV,12,2015,summer 2015,Finished,SILVER LINK.,Manga,PG-13,375,1145,1285,97067
38680,Fruits Basket 1st Season,8.22,"Drama, Romance, Supernatural",TV,25,2019,spring 2019,Finished,TMS Entertainment,Manga,PG-13,318,229,15081,366401
23673,Ookami Shoujo to Kuro Ouji,7.04,"Comedy, Romance",TV,12,2014,fall 2014,Finished,TYO Animations,Manga,PG-13,3811,454,1861,247007
3176,Nessa no Haou Gandalla,5.63,"Adventure, Drama, Fantasy, Horror, Sci-Fi, Supernatural",TV,26,1998,spring 1998,Finished,Ashi Productions,Original,PG-13,10358,10855,2,230
3182,Massugu ni Ikou. 2nd Season,6.46,"Comedy, Romance, Slice of Life",TV,5,2004,spring 2004,Finished,Yumeta Company,Manga,PG,6551,10230,3,680
38671,Enen no Shouboutai,7.71,"Action, Supernatural",TV,24,2019,summer 2019,Finished,David Production,Manga,PG-13,1110,98,8931,675181
9781,Hyouga Senshi Gaislugger,5.84,"Action, Sci-Fi",TV,20,1977,spring 1977,Finished,Toei Animation,Original,PG-13,9544,13323,0,170
38668,Dorohedoro,8.06,"Action, Comedy, Fantasy, Horror",TV,12,2020,winter 2020,Finished,MAPPA,Manga,R,512,405,8085,257196
3193,Asobot Senki Gokuu,6.55,"Action, Adventure, Comedy, Sci-Fi",TV,52,2002,fall 2002,Finished,Studio Egg,Manga,PG-13,6091,9121,6,1092
3196,Wakakusa no Charlotte,6.84,"Drama, Slice of Life",TV,30,1977,fall 1977,Finished,Nippon Animation,Original,G,4686,9543,10,832
3199,Nanatsu no Umi no Tico,7.41,"Adventure, Slice of Life",TV,39,1994,winter 1994,Finished,Nippon Animation,Original,G,2048,7536,18,2038
9776,A-Channel,6.94,Comedy,TV,12,2011,spring 2011,Finished,Studio Gokumi,4-koma manga,PG-13,4233,1964,303,43782
23755,Nanatsu no Taizai,7.67,"Action, Adventure, Fantasy",TV,24,2014,fall 2014,Finished,A-1 Pictures,Manga,PG-13,1216,31,19160,1291643
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.49,"Action, Adventure, Comedy, Fantasy",TV,12,2019,fall 2019,Finished,White Fox,Light novel,R,1760,341,2101,338603
3205,Cream Lemon: Lemon Angel,5.31,Ecchi,TV,37,1987,fall 1987,Finished,AIC,Other,R+,11323,8621,4,916
3131,Ashita Tenki ni Naare,6.38,Sports,TV,47,1984,fall 1984,Finished,Tsuchida Productions,Manga,G,6966,12927,1,292
38656,Darwin's Game,7.23,"Action, Mystery, Sci-Fi",TV,11,2020,winter 2020,Finished,Nexus,Manga,R,2865,387,2455,284587
3129,Kaibutsu-kun,6.83,"Comedy, Horror",TV,49,1968,spring 1968,Finished,"Studio Zero, Tokyo Movie",Manga,PG,4719,11621,2,548
38749,Blade Runner: Black Lotus,6.25,"Sci-Fi, Suspense",TV,13,2021,fall 2021,Finished,Sola Digital Arts,Other,R,7642,4236,98,4356
38853,Ex-Arm,2.9,"Action, Sci-Fi",TV,12,2021,winter 2021,Finished,Visual Flight,Manga,PG-13,12689,2234,294,41926
38851,Virtual-san wa Miteiru,5.29,Comedy,TV,12,2019,winter 2019,Finished,Lide,Original,PG-13,11374,6462,17,2457
38843,Shironeko Project: Zero Chronicle,5.37,"Action, Adventure, Fantasy",TV,12,2020,spring 2020,Finished,Project No.9,Game,PG-13,11171,2052,200,39285
38835,Umayon,6.3,Comedy,TV,12,2020,summer 2020,Finished,"W-Toon Studio, DMM.futureworks",4-koma manga,PG-13,7422,5019,11,6743
3075,Tondera House no Daibouken,6.26,"Adventure, Sci-Fi",TV,52,1982,spring 1982,Finished,Tatsunoko Production,Original,G,7571,11346,9,555
38830,"Hachi-nan tte, Sore wa Nai deshou!",6.26,"Action, Fantasy",TV,12,2020,spring 2020,Finished,"SynergySP, Shin-Ei Animation",Light novel,PG-13,7585,1017,462,120337
3077,Warau Salesman,6.76,"Comedy, Drama, Supernatural",TV,103,1989,fall 1989,Finished,Shin-Ei Animation,Manga,R+,5040,7263,43,1341
3079,Aoki Ryuusei SPT Layzner,6.95,Sci-Fi,TV,38,1985,fall 1985,Finished,Sunrise,Original,PG-13,4176,7198,31,1596
3081,Attacker You!,6.73,"Romance, Sports",TV,58,1984,spring 1984,Finished,Knack Productions,Manga,R+,5185,6833,25,3321
38814,Nobunaga-sensei no Osanazuma,5.31,"Comedy, Romance, Ecchi",TV,12,2019,spring 2019,Finished,Seven,Manga,R+,11331,2225,101,34731
9834,Level E,7.41,"Comedy, Sci-Fi",TV,13,2011,winter 2011,Finished,"Pierrot, David Production",Manga,R,2042,2030,335,39420
