anime_id,name,score,genres,type,episodes,aired_start,premiered,status,studios,source,rating,rank,popularity,favorites,scored_by
19469,Saiki Kusuo no Ψ-nan (ONA),7.12,"Comedy, Supernatural",ONA,1,2013,summer 2013,Finished,J.C.Staff,Manga,PG-13,3442,3260,111,18582
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,7.6,"Comedy, Sports",Special,1,2014,spring 2014,Finished,Production I.G,Manga,PG-13,1379,2990,28,24045
19489,Little Witch Academia: Mahoujikake no Parade,7.75,"Adventure, Comedy, Fantasy",Movie,1,2015,fall 2015,Finished,Trigger,Original,PG,1014,1314,318,94060
22117,Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.78,"Action, Fantasy, Supernatural",OVA,1,2015,winter 2015,Finished,J.C.Staff,Manga,PG-13,4958,3569,18,16541
19511,Naruto: Shippuuden - Sunny Side Battle,7.56,"Comedy, Fantasy, Gourmet",Special,1,2013,fall 2013,Finished,Pierrot,Original,PG-13,1514,2439,167,37609
19573,Short Peace Opening,6.16,"Fantasy, Sci-Fi, Supernatural",Special,1,2013,summer 2013,Finished,Sunrise,Original,G,8071,7191,3,3091
19581,Houseki no Kuni PV,6.61,"Fantasy, Sci-Fi",ONA,1,2013,summer 2013,Finished,Studio Hibari,Manga,PG-13,5807,4848,101,6381
22099,Hero Bank,5.91,,TV,51,2014,spring 2014,Finished,TMS Entertainment,Game,PG,9233,9585,10,881
22097,Magi: Sinbad no Bouken,7.8,"Action, Adventure, Fantasy",OVA,5,2014,spring 2014,Finished,Lay-duce,Manga,PG-13,920,1590,241,60800
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.05,"Comedy, Romance",Special,1,2014,winter 2014,Finished,Doga Kobo,4-koma manga,PG-13,3763,3109,13,23638
19613,New Initial D Movie: Legend 1 - Kakusei,7.78,Action,Movie,1,2014,summer 2014,Finished,"SANZIGEN, LIDENFILMS",Manga,PG-13,950,3511,76,17628
19619,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,6.94,Fantasy,Special,1,2013,summer 2013,Finished,Studio Comet,Original,PG,4247,11131,2,564
19947,Ikkyuu-san (1978),6.25,Sports,TV,26,1978,spring 1978,Finished,Nippon Animation,,PG-13,7659,13832,2,117
15021,Yuki no Taiyou Pilot,5.35,Drama,Special,1,1972,,Finished,"Tokyo Movie Shinsha, Tokyo Movie",Manga,PG,11231,9401,0,1637
17643,Little Busters! Sekai no Saitou wa Ore ga Mamoru!,7.33,"Comedy, Supernatural",OVA,1,2013,fall 2013,Finished,J.C.Staff,Visual novel,PG-13,2357,3895,27,13809
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,"Action, Comedy, Sci-Fi",Special,1,2015,spring 2015,Finished,Sunrise,Manga,PG-13,435,3312,71,17679
15815,"Yakeato no, Okashi no Ki",5.92,Drama,Special,1,2006,summer 2006,Finished,Shin-Ei Animation,Novel,G,9206,14688,0,179
29812,Yumemi Douji,5.24,Drama,Movie,1,1958,spring 1958,Finished,Toei Animation,Original,G,11492,14556,0,202
29801,The iDOLM@STER Million Live! 1-shuunen Kinen PV,5.91,Drama,Special,1,2014,winter 2014,Finished,A-1 Pictures,Game,PG-13,9257,9148,0,929
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,6.96,Mystery,OVA,2,2012,fall 2012,Finished,Toei Animation,Manga,R,4137,10522,5,611
15823,Shin Takarajima,5.73,Adventure,Special,1,1965,winter 1965,Finished,Mushi Production,Novel,G,9969,14136,0,215
15847,Iron Man: Rise of Technovore,6.15,Action,OVA,1,2013,spring 2013,Finished,Madhouse,Other,PG-13,8107,6570,8,3932
15865,Tamagotchi! Yume Kira Dream,5.94,Comedy,TV,49,2012,fall 2012,Finished,OLM,,G,9118,13886,0,133
15879,Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou,6.74,Action,Special,7,2012,fall 2012,Finished,Kyoto Animation,Light novel,PG-13,5120,2156,42,42409
29756,Sinbad: Soratobu Hime to Himitsu no Shima,6.15,Adventure,Movie,1,2015,summer 2015,Finished,Nippon Animation,Original,G,8127,10438,0,573
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.76,"Comedy, Drama, Slice of Life",Movie,1,2015,summer 2015,Finished,TYO Animations,Original,G,992,6069,12,3242
29755,Haikyuu!! Movie 1: Owari to Hajimari,8.0,Sports,Movie,1,2015,summer 2015,Finished,Production I.G,Manga,PG-13,589,2002,110,35485
29609,Chinka,4.92,Action,Special,1,2010,winter 2010,Finished,Mirai Fusion,Original,G,12063,15089,0,230
29605,Double Hard,5.99,Action,ONA,26,2013,,Finished,Next Media Animation,Manga,PG-13,8876,14460,2,145
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,7.22,"Comedy, Sports",Special,1,2014,fall 2014,Finished,Production I.G,Manga,PG-13,2944,4183,7,10554
29517,Kumi to Tulip,5.92,Sci-Fi,Movie,1,2015,winter 2015,Finished,Tezuka Productions,Original,G,9177,10732,1,709
29513,Aki no Kanade,6.95,Slice of Life,Movie,1,2015,winter 2015,Finished,J.C.Staff,Original,PG-13,4175,4383,27,10376
29511,Ongaku Shoujo,6.2,Slice of Life,Movie,1,2015,winter 2015,Finished,Studio Deen,Original,PG-13,7895,5499,10,5574
29363,Watashi no Ashinaga Ojisan Specials,6.18,"Comedy, Romance, Slice of Life",Special,2,2001,spring 2001,Finished,Nippon Animation,Novel,G,7998,13992,0,135
15895,Hiyokoi (2012),6.68,Romance,Special,3,2012,fall 2012,Finished,Production I.G,Manga,G,5435,3898,24,11976
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.07,"Comedy, Romance, Ecchi",Special,1,2015,winter 2015,Finished,A-1 Pictures,Light novel,PG-13,3684,1664,87,69734
29697,Tennis no Ouji-sama: Message in a Bottle,6.57,Comedy,Special,1,2009,fall 2009,Finished,Production I.G,Manga,PG-13,5992,9907,0,684
29301,Kurage no Shokudou,6.21,"Drama, Slice of Life",OVA,1,2016,winter 2016,Finished,Zexcs,Light novel,PG-13,7823,5114,20,5392
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.81,"Comedy, Drama, Slice of Life",Movie,1,2015,fall 2015,Finished,TYO Animations,Original,G,896,6177,12,3070
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction",5.89,"Mystery, Supernatural",Special,1,2009,winter 2009,Finished,Doga Kobo,Light novel,PG-13,9327,13486,0,138
30014,Momokuri,7.06,"Comedy, Romance",ONA,26,2015,fall 2015,Finished,Satelight,Web manga,PG-13,3697,1922,309,38253
30013,Super Short Comics,5.5,Comedy,ONA,8,2015,fall 2015,Finished,Steve N' Steven,Web manga,G,10775,14107,1,162
15771,Saint☆Oniisan (Movie),7.8,"Comedy, Slice of Life",Movie,1,2013,spring 2013,Finished,A-1 Pictures,Manga,PG-13,927,2027,456,42191
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,6.26,Comedy,Special,1,2011,spring 2011,Finished,AIC PLUS+,Light novel,PG-13,7575,5812,10,4339
15775,Saint☆Oniisan,7.48,"Comedy, Slice of Life",OVA,2,2012,fall 2012,Finished,A-1 Pictures,Manga,PG-13,1771,2059,273,40131
15781,Puchimas!: Petit iDOLM@STER Episode 0,6.5,"Comedy, Slice of Life",OVA,1,2012,fall 2012,Finished,Gathering,4-koma manga,PG-13,6412,8374,2,1798
29974,"Diabolik Lovers More,Blood",5.53,,TV,12,2015,fall 2015,Finished,Zexcs,Visual novel,R,10693,1420,520,80627
29941,Million Doll,4.77,,TV,11,2015,summer 2015,Finished,Asahi Production,Web manga,PG-13,12248,5734,5,4737
29937,Qin Shi Mingyue: Luosheng Tangxia,5.88,"Action, Fantasy",ONA,1,2014,summer 2014,Finished,Sparkly Key Animation Studio,Novel,PG-13,9375,13936,0,187
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.11,"Comedy, Drama, Slice of Life",Movie,1,2016,spring 2016,Finished,TYO Animations,Original,G,447,5869,76,3182
29936,Qin Shi Ming Yue: Junlin Tianxia,6.7,"Action, Fantasy",ONA,75,2014,fall 2014,Finished,Sparkly Key Animation Studio,Novel,PG-13,5321,12268,3,260
15785,Inazuma Eleven Go vs. Danball Senki W Movie,6.94,"Action, Sports",Movie,1,2012,fall 2012,Finished,OLM,Game,G,4247,5426,16,6920
29935,Qin Shi Mingyue: Kong Shan Niao Yu,6.37,"Action, Fantasy",ONA,3,2014,spring 2014,Finished,Sparkly Key Animation Studio,Novel,PG-13,7023,12944,5,209
29910,Qin Shi Mingyue 3D: Dianying Longteng Wanli,6.06,"Action, Fantasy",Movie,1,2014,summer 2014,Finished,Sparkly Key Animation Studio,Novel,PG-13,8572,12150,3,229
29893,Aria the Avvenire,7.89,"Fantasy, Sci-Fi, Slice of Life",Special,3,2015,summer 2015,Finished,TYO Animations,Manga,G,739,4019,104,10467
15795,Beast Saga,5.52,"Action, Sci-Fi",TV,38,2013,winter 2013,Finished,SynergySP,,PG,10705,11233,3,506
29876,Chu Feng: B.E.E,5.85,"Action, Comedy, Fantasy, Romance, Sci-Fi",ONA,6,2015,summer 2015,Finished,Haoliners Animation League,Manga,R,9479,4936,20,4754
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.71,Fantasy,Movie,1,2015,fall 2015,Finished,Toei Animation,Original,G,5283,8823,5,1504
29855,Meiji Tokyo Renka Movie 1: Yumihari no Serenade,6.62,"Fantasy, Romance",Movie,1,2015,summer 2015,Finished,Studio Deen,Game,PG-13,5743,5618,21,864
15813,Majokko Shimai no Yoyo to Nene,7.36,Fantasy,Movie,1,2013,fall 2013,Finished,ufotable,Manga,G,2223,4843,19,6219
15783,Lupin III: Touhou Kenbunroku - Another Page,6.77,"Action, Adventure, Comedy, Mystery",Special,1,2012,fall 2012,Finished,TMS Entertainment,Manga,PG-13,4999,8011,0,1800
15749,Chiisana Ojisan,5.7,Slice of Life,TV,30,2012,fall 2012,Finished,Kachidoki Studio,Manga,G,10061,13533,1,226
29283,Uchuu Kaizoku Mito no Daibouken Pilot,5.76,"Comedy, Sci-Fi",Special,1,1999,,Finished,Triangle Staff,Original,PG-13,9858,15417,0,107
15913,Happy☆Lucky Bikkuriman,6.52,"Adventure, Comedy, Fantasy",TV,46,2006,fall 2006,Finished,Toei Animation,,G,6286,14599,1,171
28851,Koe no Katachi,8.94,"Award Winning, Drama",Movie,1,2016,summer 2016,Finished,Kyoto Animation,Manga,PG-13,17,19,83356,1523740
28841,"Wake Up, Girls! Seishun no Kage",7.17,Drama,Movie,1,2015,summer 2015,Finished,"Ordet, Millepensee",Original,PG-13,3212,6114,12,3603
16099,Sword Art Online: Sword Art Offline,6.14,Comedy,Special,9,2012,fall 2012,Finished,I was a Ballerina,Light novel,PG-13,8138,2089,167,42499
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",6.4,Fantasy,ONA,1,2012,fall 2012,Finished,AIC ASTA,Light novel,PG-13,6903,7363,1,1994
28805,Bakemono no Ko,8.25,"Adventure, Fantasy",Movie,1,2015,summer 2015,Finished,Studio Chizu,Original,PG-13,292,518,3119,217830
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.07,"Action, Adventure, Fantasy",Special,1,1999,fall 1999,Finished,Toei Animation,Manga,PG-13,3683,4870,11,6734
16149,Kick-Heart,6.39,"Comedy, Romance, Sports",Movie,1,2013,spring 2013,Finished,Production I.G,Original,PG-13,6928,4547,34,10808
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,7.5,Adventure,Movie,1,2016,spring 2016,Finished,Gallop,Manga,PG-13,1723,2321,298,44431
28759,Harbor Tale,5.86,"Adventure, Fantasy",Movie,1,2011,fall 2011,Finished,I.Toon,Original,G,9467,15677,0,155
28853,Pokemon: Pikachu to Pokemon Ongakutai,6.19,"Adventure, Fantasy",Movie,1,2015,summer 2015,Finished,OLM,Game,PG,7920,7476,0,2187
28755,Boruto: Naruto the Movie,7.4,"Action, Adventure, Fantasy",Movie,1,2015,summer 2015,Finished,Pierrot,Manga,PG-13,2077,463,923,289130
28713,Isuca: Gokuraku,6.24,"Comedy, Romance, Supernatural, Ecchi",OVA,1,2015,summer 2015,Finished,Arms,Manga,R+,7680,4385,8,9496
28683,One Piece: Episode of Alabasta - Prologue,7.19,"Action, Adventure, Fantasy",Special,1,2011,summer 2011,Finished,Toei Animation,Manga,PG-13,3110,5037,3,6788
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.15,"Action, Fantasy, Romance",Movie,1,2015,spring 2015,Finished,Kyoto Animation,Light novel,PG-13,408,886,1022,130201
28673,Duan Nao,6.36,"Mystery, Sci-Fi, Suspense",ONA,16,2014,fall 2014,Finished,Haoliners Animation League,Web manga,R,7065,7373,7,1087
28625,Shisha no Teikoku,6.85,Sci-Fi,Movie,1,2015,fall 2015,Finished,Wit Studio,Novel,R,4620,2212,262,27698
16159,Mirai Kara Kita Shounen Super Jetter,5.97,"Action, Comedy, Sci-Fi",TV,52,1965,winter 1965,Finished,,Original,G,8980,14148,0,130
28607,Hetalia: The World Twinkle,7.2,Comedy,ONA,15,2015,summer 2015,Finished,Studio Deen,Manga,PG-13,3022,3252,238,18522
28539,Garo Movie: Divine Flame,7.55,"Action, Fantasy",Movie,1,2016,spring 2016,Finished,MAPPA,Original,R+,1544,4229,21,8191
28531,Ai Tenchi Muyou! Recaps,5.36,"Comedy, Sci-Fi",Special,10,2014,fall 2014,Finished,AIC PLUS+,Original,PG-13,11190,7892,2,2231
28725,Kokoro ga Sakebitagatterunda.,7.83,"Drama, Romance",Movie,1,2015,summer 2015,Finished,A-1 Pictures,Original,PG-13,862,691,1904,153209
29223,Aldnoah.Zero Extra Archives,6.6,"Action, Sci-Fi",Special,1,2015,winter 2015,Finished,"A-1 Pictures, TROYCA",Original,R,5808,5172,13,4738
28911,Hidamari Sketch Recap,6.27,"Comedy, Slice of Life",Special,1,2008,spring 2008,Finished,Shaft,4-koma manga,PG-13,7536,11385,0,389
28913,Hidamari Sketch x 365 Recap,6.13,"Comedy, Slice of Life",Special,1,2009,fall 2009,Finished,Shaft,4-koma manga,PG-13,8239,11726,0,330
29165,Daitoshokan no Hitsujikai Picture Drama,6.26,"Comedy, Ecchi",Special,6,2014,fall 2014,Finished,Hoods Entertainment,Visual novel,PG-13,7576,6553,3,2611
29129,Ookami Shoujo to Kuro Ouji Recap,6.81,"Comedy, Romance",Special,1,2014,fall 2014,Finished,TYO Animations,Manga,PG-13,4807,4912,28,6508
29101,Grisaia no Kajitsu Specials,6.9,Ecchi,Special,6,2014,fall 2014,Finished,8bit,Visual novel,R+,4381,2241,56,42240
15927,Carnival Phantasm: HibiChika Special,7.33,"Comedy, Supernatural",Special,1,2012,summer 2012,Finished,Lerche,Manga,PG-13,2393,3607,6,18520
29093,Grisaia no Meikyuu: Caprice no Mayu 0,7.84,Drama,Special,1,2015,spring 2015,Finished,8bit,Visual novel,R+,846,1006,685,133473
15933,Vassalord.,6.78,"Action, Boys Love, Comedy, Fantasy, Mystery, Supernatural",OVA,1,2013,winter 2013,Finished,Production I.G,Manga,R,4956,3573,98,16173
15951,Amagami SS+ Plus Picture Drama,6.54,Romance,Special,2,2012,fall 2012,Finished,AIC,Visual novel,PG-13,6104,4621,18,8708
29089,Yaoguai Mingdan,6.81,"Action, Comedy, Fantasy, Romance",ONA,18,2014,fall 2014,Finished,Haoliners Animation League,Web manga,PG-13,4823,4116,48,5063
29087,Wangpai Yushi,6.39,"Comedy, Fantasy, Supernatural",ONA,39,2014,spring 2014,Finished,Haoliners Animation League,Manga,PG-13,6953,9009,11,658
16033,Karneval,7.0,"Fantasy, Sci-Fi",OVA,1,2012,fall 2012,Finished,Manglobe,Manga,PG-13,3971,4791,68,4902
29035,Robot Girls Z Plus,6.31,Comedy,ONA,6,2015,spring 2015,Finished,Toei Animation,Original,PG-13,7327,7008,3,3011
15959,Nurarihyon no Mago OVA,7.7,"Action, Supernatural",OVA,2,2012,fall 2012,Finished,Studio Deen,Manga,R+,1156,4199,21,10377
28983,Bouken-tachi Gamba to Nanbiki no Nakama,5.85,Adventure,Movie,1,1984,winter 1984,Finished,Tokyo Movie Shinsha,Novel,G,9473,15171,0,118
15961,Shakotan★Boogie,6.32,"Action, Comedy",OVA,4,1991,winter 1991,Finished,Pierrot,Manga,PG-13,7303,10924,18,436
15979,Aratanari Fukaki Ao,6.02,"Comedy, Slice of Life",ONA,10,2012,fall 2012,Finished,Bones,Original,PG-13,8726,7848,3,1459
15989,Saki Achiga-hen: Episode of Side-A Specials,7.52,Slice of Life,Special,4,2013,winter 2013,Finished,Studio Gokumi,Manga,PG-13,1672,5239,21,7663
16001,Kokoro Connect: Michi Random,7.93,"Drama, Romance, Supernatural",Special,4,2012,fall 2012,Finished,SILVER LINK.,Light novel,PG-13,675,881,829,166504
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.59,"Adventure, Mystery, Slice of Life, Supernatural",Movie,1,2015,spring 2015,Finished,Artland,Manga,PG-13,84,1671,207,48585
28925,Youkai Watch: Best 10,5.62,"Comedy, Supernatural",Special,1,2014,fall 2014,Finished,OLM,Game,G,10384,13411,0,233
28915,Hidamari Sketch x ☆☆☆ Recap,6.22,"Comedy, Slice of Life",Special,1,2012,summer 2012,Finished,Shaft,4-koma manga,PG-13,7793,11714,0,322
29027,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.92,"Action, Fantasy, Romance, Ecchi",OVA,1,2015,spring 2015,Finished,Production IMS,Light novel,R+,4330,1674,101,64214
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,5.45,"Adventure, Comedy, Supernatural",Special,1,1994,summer 1994,Finished,Madhouse,Original,R+,10916,12792,0,302
30039,Future Card Buddyfight Hundred,6.67,,TV,50,2015,spring 2015,Finished,"Xebec, OLM",Card game,PG,5497,7576,11,2755
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.65,Comedy,Special,7,2014,fall 2014,Finished,Kyoto Animation,Light novel,PG-13,5571,3208,15,18629
30533,Gundam Build Fighters Try: Island Wars,6.75,"Action, Sci-Fi",Special,1,2016,summer 2016,Finished,Sunrise,Original,G,5080,5592,18,6617
30531,Gakuen Handsome The Animation,6.27,"Boys Love, Comedy",OVA,1,2015,summer 2015,Finished,Team YokkyuFuman,Visual novel,PG-13,7535,7946,10,1981
15219,.hack//Versus: The Thanatos Report,6.27,"Action, Sci-Fi",Special,1,2012,spring 2012,Finished,Anima,Game,PG-13,7518,6864,2,2498
15227,Kono Sekai no Katasumi ni,8.22,"Award Winning, Drama",Movie,1,2016,fall 2016,Finished,MAPPA,Manga,PG-13,319,1239,1470,74009
30519,Ba La La Xiao Mo Xian: Caihong Xin Shi,5.77,Comedy,TV,36,2011,spring 2011,Finished,Alpha Animation,,G,9807,11375,3,328
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,7.3,Fantasy,Movie,1,2012,fall 2012,Finished,Toei Animation,Original,G,2517,7872,9,2466
30499,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,5.84,Slice of Life,Special,12,2015,winter 2015,Finished,Wit Studio,Original,PG-13,9556,8569,1,1340
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.12,"Action, Adventure, Fantasy",Special,1,2012,summer 2012,Finished,Toei Animation,Manga,PG-13,439,2489,83,36957
15325,"Dakara Boku wa, H ga Dekinai. Recap",6.46,"Comedy, Romance, Supernatural, Ecchi",Special,1,2012,summer 2012,Finished,feel.,Light novel,R+,6580,4044,20,11863
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7.22,Action,Movie,1,2015,summer 2015,Finished,Sunrise,Original,R,2925,1932,73,46230
30473,"Nemure Omoigo, Sora no Shitone ni",5.23,"Adventure, Drama",Movie,1,2014,spring 2014,Finished,Hand to Mouse.,Original,PG-13,11517,10725,1,422
30458,"Tokyo Ghoul: ""Jack""",7.3,"Action, Fantasy, Horror",OVA,1,2015,summer 2015,Finished,Pierrot,Manga,R,2519,917,408,138533
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,8.91,"Action, Comedy, Sci-Fi",Movie,1,2013,summer 2013,Finished,Sunrise,Manga,PG-13,21,977,2091,129726
30453,Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,5.7,"Comedy, Sci-Fi",Special,1,1981,summer 1981,Finished,Toei Animation,Manga,PG-13,10065,12993,0,192
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai da yo!!,5.67,"Comedy, Sci-Fi",Special,1,1999,summer 1999,Finished,Toei Animation,Manga,PG-13,10166,12353,0,266
30449,Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,5.86,"Comedy, Sci-Fi",Special,1,1998,spring 1998,Finished,Toei Animation,Manga,PG-13,9459,13735,0,138
30438,MILPOM★ Pilot,3.79,Comedy,ONA,1,2015,winter 2015,Finished,Bandai Namco Pictures,Original,PG-13,12631,12363,1,598
15347,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,6.58,"Adventure, Comedy, Mystery",Movie,1,1984,winter 1984,Finished,TMS Entertainment,Novel,G,5913,11178,0,536
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,5.65,"Comedy, Sci-Fi",Special,2,1983,,Finished,Toei Animation,Manga,G,10288,13298,2,220
30419,"Wake Up, Girls! Beyond the Bottom",7.23,Drama,Movie,1,2015,fall 2015,Finished,"Ordet, Millepensee",Original,PG-13,2910,6440,17,3198
30464,Shinmai Maou no Testament Specials,6.74,"Comedy, Fantasy, Ecchi",Special,6,2015,winter 2015,Finished,Production IMS,Light novel,R+,5148,3077,39,19120
15359,Kyousou Giga (2012),7.13,"Action, Fantasy",ONA,5,2012,summer 2012,Finished,Toei Animation,Original,PG-13,3407,3984,32,11151
30537,Tiger & Bunny: Too Many Cooks Spoil the Broth.,6.12,"Action, Comedy, Mystery",Special,1,2015,summer 2015,Finished,Bandai Namco Pictures,Original,PG-13,8286,9083,2,730
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.46,Action,Movie,1,2013,summer 2013,Finished,Sunrise,Original,R,1841,1568,207,68974
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.85,"Drama, Supernatural",Movie,1,2013,summer 2013,Finished,A-1 Pictures,Original,PG-13,811,784,616,137806
30714,Owaranai Seraph,7.34,"Comedy, Supernatural",Special,9,2015,spring 2015,Finished,Wit Studio,Manga,PG-13,2342,2072,308,39000
30711,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,7.13,Action,Movie,1,2016,winter 2016,Finished,Sunrise,Original,R+,3387,2132,107,42211
30709,Kamisama Hajimemashita: Kako-hen,8.39,"Comedy, Fantasy, Romance",OVA,4,2015,summer 2015,Finished,TMS Entertainment,Manga,PG-13,181,1365,980,78255
30695,Pop in Q,6.24,Fantasy,Movie,1,2016,fall 2016,Finished,Toei Animation,Original,PG,7693,5712,19,2046
30686,Pokemon XY: Hoopa no Odemashi Daisakusen!!,6.1,"Comedy, Fantasy",Special,6,2015,spring 2015,Finished,OLM,Game,PG,8345,8198,0,1863
30679,Queen's Blade: Grimoire,6.13,"Action, Adventure, Fantasy, Ecchi",OVA,2,2016,winter 2016,Finished,"Arms, asread.",Other,R+,8209,5705,12,2917
30663,Docchi mo Maid,4.0,"Action, Comedy, Girls Love, Ecchi",ONA,1,2004,,Finished,Ishikawa Pro,Original,PG-13,12611,10142,3,1247
15117,Kami nomi zo Shiru Sekai: Tenri-hen,7.68,"Comedy, Romance, Supernatural",OVA,2,2012,fall 2012,Finished,Manglobe,Manga,PG-13,1185,1556,102,79848
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.28,Action,Movie,1,2015,spring 2015,Finished,Sunrise,Original,R,2611,1815,102,53182
30648,Stitch!: Zutto Saikou no Tomodachi Special,5.63,"Adventure, Comedy",Special,1,2011,spring 2011,Finished,Shin-Ei Animation,Other,PG,10367,13334,1,242
30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,7.0,Comedy,Special,1,2015,summer 2015,Finished,LIDENFILMS,Manga,PG-13,3996,4123,11,9238
30625,Princess Princess Specials,6.33,Comedy,Special,12,2006,summer 2006,Finished,Studio Deen,Manga,PG-13,7230,10282,1,562
15141,Yukiwatari,6.08,Fantasy,Movie,1,1994,summer 1994,Finished,Magic Bus,Novel,G,8450,14826,1,134
15195,Hetalia: The Beautiful World,7.42,Comedy,ONA,20,2013,winter 2013,Finished,Studio Deen,Web manga,PG-13,2015,2417,563,33727
30617,Animegatari,5.63,Comedy,Movie,8,2015,spring 2015,Finished,W-Toon Studio,Original,G,10341,8089,1,561
30600,Military!: Tamatama Shoumetsu Suru Shiroki Hikari!,5.35,"Comedy, Ecchi",Special,1,2015,winter 2015,Finished,Creators in Pack,4-koma manga,PG-13,11224,7805,1,2729
30585,Taifuu no Noruda,6.19,"Award Winning, Drama, Sci-Fi, Supernatural",Movie,1,2015,spring 2015,Finished,Studio Colorido,Original,G,7929,3373,32,16297
30573,Break Blade: Virgins War,6.45,Action,Special,1,2014,summer 2014,Finished,"Production I.G, Xebec",Manga,R,6599,8326,2,1517
30571,Chouon Senshi Borgman: Madnight☆Gigs!,5.84,"Action, Sci-Fi",OVA,1,1989,winter 1989,Finished,Ashi Productions,Other,PG-13,9530,13834,1,169
15133,Aoi Sekai no Chuushin de,5.69,"Action, Adventure, Fantasy, Ecchi",Special,3,2012,fall 2012,Finished,Fifth Avenue,Manga,R+,10099,2919,61,22003
30415,High☆Speed! Movie: Free! Starting Days,7.87,"Drama, Sports",Movie,1,2015,fall 2015,Finished,Kyoto Animation,Light novel,PG-13,792,2073,281,41064
30413,Yowamushi Pedal Movie,7.56,Sports,Movie,1,2015,summer 2015,Finished,TMS Entertainment,Manga,PG-13,1530,3763,23,15309
30412,Shi Xiong,6.33,"Action, Comedy, Horror",ONA,41,2014,fall 2014,Finished,L²Studio,Web manga,R,7233,9367,6,882
15649,Puchimas!: Petit iDOLM@STER,7.12,"Comedy, Slice of Life",ONA,64,2013,winter 2013,Finished,Gathering,4-koma manga,PG-13,3436,5324,27,5842
30290,Fw:Hamatora,6.96,"Comedy, Mystery",Movie,1,2015,fall 2015,Finished,Lerche,Mixed media,G,4132,6351,6,1541
30289,Dededen,5.67,Slice of Life,Special,5,2015,winter 2015,Finished,TMS Entertainment,Original,G,10165,14382,1,244
15687,Chuunibyou demo Koi ga Shitai! Lite,7.26,Comedy,ONA,6,2012,summer 2012,Finished,Kyoto Animation,Light novel,PG-13,2710,1506,173,76080
30250,Triage X: Recollection XOXO,6.49,"Action, Ecchi",OVA,1,2015,fall 2015,Finished,Xebec,Manga,R+,6440,4168,12,10101
15711,Bakuman.: Deraman.,7.17,Comedy,Special,2,2012,summer 2012,Finished,J.C.Staff,Manga,PG-13,3176,4902,9,4797
15719,Oda Nobuna no Yabou Recap,6.92,"Comedy, Romance",Special,1,2012,fall 2012,Finished,Madhouse,Light novel,PG-13,4326,6102,5,3219
30246,Space☆Dandy 2nd Season Picture Drama,6.09,"Comedy, Sci-Fi",Special,3,2014,fall 2014,Finished,Bones,Original,PG-13,8424,8939,5,825
30218,The iDOLM@STER Cinderella Girls: Special Program,6.42,Comedy,Special,1,2015,winter 2015,Finished,A-1 Pictures,Game,PG-13,6788,8766,3,1087
